re,co,cc,lo,me
DEL BIOBIO,LEBU,LEBU,LICEO POLIVALENTE DOCTOR RIGOBERTO IGLESIAS BASTIAS DE LEBU,23V
DEL BIOBIO,LEBU,LEBU,LICEO POLIVALENTE DOCTOR RIGOBERTO IGLESIAS BASTIAS DE LEBU,28V
DEL BIOBIO,LEBU,LEBU,LICEO POLIVALENTE DOCTOR RIGOBERTO IGLESIAS BASTIAS DE LEBU,33
DEL BIOBIO,LEBU,PEHUEN,ESCUELA PEHUEN,1
DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,ESCUELA FELIX EYHERAMENDY,8V
DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,ESCUELA FELIX EYHERAMENDY,14V
DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,LICEO POLITECNICO CAUPOLICAN,2M
DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,LICEO POLITECNICO CAUPOLICAN,6M
DEL BIOBIO,LOS ALAMOS,LOS ALAMOS,LICEO POLITECNICO CAUPOLICAN,7M
DEL BIOBIO,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M
DEL BIOBIO,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1V-10
DEL BIOBIO,ALTO BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,6V
DEL BIOBIO,ALTO BIOBIO,CAUÑICU,ESCUELA PARTICULAR CAUÑICU,5
DEL BIOBIO,ANTUCO,ANTUCO,LICEO  DOCTOR VICTOR RIOS RUIZ,2V
DEL BIOBIO,LAJA,LA LAJA,LICEO POLITECNICO HEROES DE LA CONCEPCION,10V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,COLEGIO DON ORIONE,220
DEL BIOBIO,LOS ANGELES,LOS ANGELES,COLEGIO SAN GABRIEL ARCANGEL,225
DEL BIOBIO,LOS ANGELES,LOS ANGELES,COLEGIO SAN GABRIEL ARCANGEL,229
DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA BASICA 11 DE SEPTIEMBRE,141V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA ESPAÑA,27M
DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA GENERAL JOSE DE SAN MARTIN,50M
DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA ISLA DE LAJA,114M
DEL BIOBIO,LOS ANGELES,LOS ANGELES,ESCUELA JOSE MANSO DE VELASCO,51V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO ALEMAN DEL VERBO DIVINO LOCAL 2,157M
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO COEDUCACIONAL SANTA MARIA DE LOS ANGELES,6M
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO COEDUCACIONAL SANTA MARIA DE LOS ANGELES,10M
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO COEDUCACIONAL SANTA MARIA DE LOS ANGELES,13M
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,70V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,72V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,79V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,82V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,87V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,91V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO LOS ANGELES A-59,17V
DEL BIOBIO,LOS ANGELES,LOS ANGELES,LICEO PARTICULAR CARLOS CONDELL,87M
DEL BIOBIO,LOS ANGELES,PAILLIHUE,COLEGIO MARIA INMACULADA DE LOS ANGELES,34
DEL BIOBIO,NACIMIENTO,NACIMIENTO,ESCUELA EL SABER,24M
DEL BIOBIO,NACIMIENTO,NACIMIENTO,ESCUELA EL SABER,1V
DEL BIOBIO,NACIMIENTO,NACIMIENTO,ESCUELA OSCAR GUERRERO QUINSAC,14V
DEL BIOBIO,NEGRETE,NEGRETE,LICEO POLIVALENTE LA FRONTERA,2V
DEL BIOBIO,NEGRETE,NEGRETE,LICEO POLIVALENTE LA FRONTERA,14
DEL BIOBIO,QUILLECO,QUILLECO,LICEO FRANCISCO BASCUNAN GUERRERO,12V
DEL BIOBIO,SANTA BARBARA,SANTA BARBARA,ESCUELA BASICA CACIQUE LEVIAN,11M
DEL BIOBIO,SANTA BARBARA,SANTA BARBARA,LICEO CARDENAL ANTONIO SAMORE,18V
DEL BIOBIO,TUCAPEL,TRUPAN,ESCUELA ALEJANDRO PEREZ URBANO,2-3
DEL BIOBIO,YUMBEL,YUMBEL,LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL,3M
DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO MARINA DE CHILE,26M
DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO SANTA EUFRASIA,25V
DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO SANTA EUFRASIA,32V
DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO SANTA EUFRASIA,35V
DEL BIOBIO,CONCEPCION,ANDALIEN,COLEGIO TECNICO PROFESIONAL LOS ACACIOS,59V
DEL BIOBIO,CONCEPCION,ANDALIEN,ESCUELA DIEGO PORTALES PALAZUELOS,8V
DEL BIOBIO,CONCEPCION,ANDALIEN,ESCUELA ESTHER HUNNEUS DE CLARO,49M
DEL BIOBIO,CONCEPCION,ANDALIEN,LICEO DE ADULTOS JOSE MANUEL BALMACEDA FERNANDEZ,44V
DEL BIOBIO,CONCEPCION,ANDALIEN,LICEO REBECA MATTE BELLO,57M
DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,COLEGIO BICENTENARIO REPUBLICA DEL BRASIL,78M
DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO COMERCIAL FEMENINO DE CONCEPCION,84V
DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO DOMINGO SANTA MARIA,122V
DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO INDUSTRIAL DE CONCEPCION,162V
DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO JUAN GREGORIO LAS HERAS,47M
DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO REPUBLICA DE ISRAEL,150V
DEL BIOBIO,CONCEPCION,CONCEPCION CENTRO,LICEO SAN AGUSTIN DE CONCEPCION,181M
DEL BIOBIO,CORONEL,CORONEL,ESCUELA BASICA PLAYAS NEGRAS,60M
DEL BIOBIO,CORONEL,CORONEL,ESCUELA RAFAEL SOTOMAYOR BAEZA,26M
DEL BIOBIO,CORONEL,CORONEL,ESCUELA RAFAEL SOTOMAYOR BAEZA,37M
DEL BIOBIO,CORONEL,CORONEL,LICEO COMERCIAL ANDRES BELLO LOPEZ,78V
DEL BIOBIO,CORONEL,LAGUNILLAS,AMERICAN JUNIOR COLLEGE,53
DEL BIOBIO,CORONEL,LAGUNILLAS,ESCUELA ARTURO HUGHES CERNA,2M
DEL BIOBIO,CORONEL,LAGUNILLAS,ESCUELA ARTURO HUGHES CERNA,10
DEL BIOBIO,CORONEL,LAGUNILLAS,INSTITUTO DE HUMANIDADES ANTONIO MORENO CASAMITJANA,39
DEL BIOBIO,CORONEL,LAGUNILLAS,LICEO BICENTENARIO DE CORONEL,13
DEL BIOBIO,CORONEL,LAGUNILLAS,LICEO BICENTENARIO DE CORONEL,19
DEL BIOBIO,CORONEL,LAGUNILLAS,LICEO BICENTENARIO DE CORONEL,26
DEL BIOBIO,HUALPEN,HUALPEN,COLEGIO DE LOS SAGRADOS CORAZONES,98M
DEL BIOBIO,HUALPEN,HUALPEN,ESCUELA REPUBLICA DEL PERU,68V
DEL BIOBIO,HUALPEN,HUALPEN,ESCUELA THOMAS JEFFERSON D 465,18V
DEL BIOBIO,HUALQUI,HUALQUI,ESCUELA BASICA LOS LIBERTADORES,17M
DEL BIOBIO,HUALQUI,HUALQUI,ESCUELA MANUEL AMAT Y JUNIET,10V
DEL BIOBIO,HUALQUI,HUALQUI,LICEO SAN JUAN BAUTISTA DE HUALQUI,23V
DEL BIOBIO,LOTA,LOTA,COLEGIO ANGEL DE PEREDO,31M
DEL BIOBIO,LOTA,LOTA,ESCUELA BASICA KONRAD ADENAUER,43M
DEL BIOBIO,LOTA,LOTA,ESCUELA BASICA SANTA MARIA DE GUADALUPE,1M
DEL BIOBIO,LOTA,LOTA,ESCUELA BASICA SANTA MARIA DE GUADALUPE,5M
DEL BIOBIO,LOTA,LOTA,ESCUELA BASICA SANTA MARIA DE GUADALUPE,12M
DEL BIOBIO,LOTA,LOTA,INSTITUTO HUMANIDADES SAN FRANCISCO DE ASIS,55V
DEL BIOBIO,LOTA,LOTA,LICEO BALDOMERO LILLO FIGUEROA,44V
DEL BIOBIO,LOTA,LOTA,LICEO CARLOS COUSIÑO GOYENECHEA,25V
DEL BIOBIO,LOTA,LOTA,LICEO CARLOS COUSIÑO GOYENECHEA,29V
DEL BIOBIO,PENCO,PENCO,COLEGIO EL REFUGIO,43V
DEL BIOBIO,PENCO,PENCO,ESCUELA REPUBLICA DE ITALIA,6V
DEL BIOBIO,PENCO,PENCO,LICEO PENCOPOLITANO,37M
DEL BIOBIO,SAN PEDRO DE LA PAZ,LOMAS COLORADAS,COLEGIO FRATERNIDAD,28
DEL BIOBIO,SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,COLEGIO CONCEPCION LOS HUERTOS,151
DEL BIOBIO,SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,COLEGIO CONCEPCION SAN PEDRO,118
DEL BIOBIO,SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,ESCUELA ENRIQUE SORO BARRIGA,26M
DEL BIOBIO,SAN PEDRO DE LA PAZ,SAN PEDRO DE LA PAZ,LICEO MAURICIO HOCHSCHILD,58M
DEL BIOBIO,SANTA JUANA,SANTA JUANA,ESCUELA RECAREDO VIGUERAS ARANEDA,12M
DEL BIOBIO,SANTA JUANA,SANTA JUANA,ESCUELA RECAREDO VIGUERAS ARANEDA,16M
DEL BIOBIO,TALCAHUANO,TALCAHUANO,COLEGIO LOS CONDORES,117M
DEL BIOBIO,TALCAHUANO,TALCAHUANO,LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL,25V
DEL BIOBIO,TALCAHUANO,TALCAHUANO,LICEO LA ASUNCION,93M
DEL BIOBIO,TALCAHUANO,TALCAHUANO,LICEO TECNICO,69V
DEL BIOBIO,TALCAHUANO,TALCAHUANO,LICEO TECNICO,76V
DEL BIOBIO,TOME,TOME,CENTRO EDUCACIONAL BICENTENARIO ALTOS DE TOME,10V
DEL BIOBIO,TOME,TOME,ESCUELA BASICA ARTURO PRAT,66V
DEL BIOBIO,TOME,TOME,LICEO INDUSTRIAL DE TOME,50V
DE LA ARAUCANIA,CARAHUE,CARAHUE,ESCUELA BASICA KIM RUKA PABELLON B,23M
DE LA ARAUCANIA,CARAHUE,TROVOLHUE,LICEO MUNICIPAL TROVOLHUE,4M
DE LA ARAUCANIA,CHOLCHOL,CHOLCHOL,LICEO JAMES MUNDELL,9V
DE LA ARAUCANIA,CURARREHUE,CURARREHUE,COMPLEJO EDUCACIONAL MONSEÑOR FRANCISCO VALDES SUBERCASEAUX,3M
DE LA ARAUCANIA,FREIRE,FREIRE,COLEGIO SANTA CRUZ DE FREIRE,16M
DE LA ARAUCANIA,FREIRE,FREIRE,COLEGIO SANTA CRUZ DE FREIRE,23M
DE LA ARAUCANIA,FREIRE,FREIRE,COMPLEJO EDUCACIONAL JUAN SCHLEYER,17V
DE LA ARAUCANIA,FREIRE,FREIRE,ESCUELA JUAN SEGUEL ANEXO,21V
DE LA ARAUCANIA,FREIRE,FREIRE,ESCUELA JUAN SEGUEL ANEXO,22V
DE LA ARAUCANIA,FREIRE,QUEPE,ESCUELA RAIMAPU,3M
DE LA ARAUCANIA,GALVARINO,GALVARINO,ESCUELA MUNICIPAL GABRIELA MISTRAL,7V
DE LA ARAUCANIA,GALVARINO,GALVARINO,ESCUELA MUNICIPAL RIO QUILLEM,7M
DE LA ARAUCANIA,GORBEA,GORBEA,ESCUELA BASICA CINCO,7M
DE LA ARAUCANIA,LAUTARO,LAUTARO,ESCUELA PARTICULAR CORAZON DE JESUS,31V
DE LA ARAUCANIA,MELIPEUCO,MELIPEUCO,ESCUELA BASICA VOLCAN LLAIMA,6V
DE LA ARAUCANIA,NUEVA IMPERIAL,NUEVA IMPERIAL,ESCUELA ESPECIAL AVANCEMOS JUNTOS,37M
DE LA ARAUCANIA,NUEVA IMPERIAL,NUEVA IMPERIAL,HOGAR MASCULINO LUIS GONZALEZ,30V
DE LA ARAUCANIA,NUEVA IMPERIAL,NUEVA IMPERIAL,LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ,13V
DE LA ARAUCANIA,NUEVA IMPERIAL,NUEVA IMPERIAL,LICEO INDUSTRIAL DE NUEVA IMPERIAL,19M
DE LA ARAUCANIA,PADRE LAS CASAS,PADRE LAS CASAS,COMPLEJO EDUCACIONAL PADRE LAS CASAS,61
DE LA ARAUCANIA,PADRE LAS CASAS,PADRE LAS CASAS,ESCUELA BASICA SAN SEBASTIAN DE MAQUEHUE,48V
DE LA ARAUCANIA,PADRE LAS CASAS,PADRE LAS CASAS,POLIDEPORTIVO,97
DE LA ARAUCANIA,PERQUENCO,PERQUENCO,ESCUELA EDUARDO FREI MONTALVA,1M
DE LA ARAUCANIA,PERQUENCO,PERQUENCO,LICEO ISABEL POBLETE VARGAS,10V
DE LA ARAUCANIA,PITRUFQUEN,PITRUFQUEN,LICEO DE CIENCIAS Y HUMANIDADES,21V
DE LA ARAUCANIA,PUCON,PUCON,COMPLEJO EDUCACIONAL CARLOS HOLZAPFEL,3V
DE LA ARAUCANIA,PUCON,PUCON,ESCUELA EL CLARO,13M
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,COLEGIO BAUTISTA,162
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,COLEGIO SCOLE CREARE,103M
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA ARTISTICA ARMANDO DUFEY BLANC,171
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA LLAIMA,31M
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA MILLARAY,3M
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA MILLARAY,12M
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,ESCUELA MILLARAY,20M
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,LICEO BICENTENARIO DE TEMUCO,52M
DE LA ARAUCANIA,TEMUCO,CERRO ÑIELOL,LICEO PABLO NERUDA ,62V
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,COLEGIO PROVIDENCIA DEL SAGRADO CORAZON,30V-76V
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,COLEGIO PROVIDENCIA DEL SAGRADO CORAZON,39V
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,ESCUELA PARTICULAR FRANCIA,107M
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,INSTITUTO CLARET,75M-128M
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,INSTITUTO CLARET,76M
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,INSTITUTO CLARET,80M
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,INSTITUTO CLARET,87M
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,LICEO COMERCIAL TEMUCO BICENTENARIO DE EXCELENCIA  EX LOCAL COLEGIO SANTA CRUZ,67V
DE LA ARAUCANIA,TEMUCO,TEMUCO CENTRO,LICEO COMERCIAL TEMUCO BICENTENARIO DE EXCELENCIA  EX LOCAL COLEGIO SANTA CRUZ,77V-89V
DE LA ARAUCANIA,TEMUCO,TEMUCO SUR,COMPLEJO EDUCACIONAL UNION AMANECER,39
DE LA ARAUCANIA,TEODORO SCHMIDT,HUALPIN,ESCUELA HORIZONTES,8V
DE LA ARAUCANIA,VILLARRICA,LICAN-RAY,ESCUELA EPU KLEI,5V
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,COLEGIO DE HUMANIDADES DE VILLARRICA,48M
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,COLEGIO SANTA CRUZ DE VILLARRICA,63
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA MARIANO LATORRE,45V
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA PARTICULAR SAGRADA FAMILIA,3M
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA PARTICULAR SAGRADA FAMILIA,5M
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA PARTICULAR SAGRADA FAMILIA,7M
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,ESCUELA VALENTIN LETELIER,30V
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,LICEO BICENTENARIO ARTISTICO ALEXANDER GRAHAM BELL,13M
DE LA ARAUCANIA,VILLARRICA,VILLARRICA,LICEO BICENTENARIO ARTISTICO ALEXANDER GRAHAM BELL,29M
DE LA ARAUCANIA,ANGOL,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,37V
DE LA ARAUCANIA,ANGOL,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,12V
DE LA ARAUCANIA,CURACAUTIN,CURACAUTIN,LICEO LAS ARAUCARIAS BASICA,6M
DE LA ARAUCANIA,CURACAUTIN,MALALCAHUELLO,ESCUELA RAMON EDUARDO RAMIREZ HENRIQUEZ,2
DE LA ARAUCANIA,LOS SAUCES,LOS SAUCES,ESCUELA GUSTAVO VASQUEZ DIAZ,7M
DE LA ARAUCANIA,LUMACO,CAPITAN PASTENE,ESCUELA BASICA REPUBLICA DE ITALIA,5V
DE LA ARAUCANIA,LUMACO,CAPITAN PASTENE,ESCUELA BASICA REPUBLICA DE ITALIA,6V
DE LA ARAUCANIA,LUMACO,LUMACO,ESCUELA F-174 VALLE DE LUMACO,1M
DE LA ARAUCANIA,LUMACO,LUMACO,ESCUELA F-174 VALLE DE LUMACO,4M
DE LA ARAUCANIA,RENAICO,RENAICO,ESCUELA LA NOBEL GABRIELA,7M
DE LA ARAUCANIA,RENAICO,RENAICO,ESCUELA LA NOBEL GABRIELA,9M
DE LA ARAUCANIA,RENAICO,TIJERAL,ESCUELA BASICA LOS NOGALES,3
DE LA ARAUCANIA,TRAIGUEN,TRAIGUEN,COLEGIO BICENTENARIO LOUIS PASTEUR,22M
DE LA ARAUCANIA,TRAIGUEN,TRAIGUEN,ESCUELA REPUBLICA DE ISRAEL,13M
DE LA ARAUCANIA,VICTORIA,VICTORIA,LICEO JORGE ALESSANDRI RODRIGUEZ,4M
DE LA ARAUCANIA,VICTORIA,VICTORIA,LICEO JORGE ALESSANDRI RODRIGUEZ,9M
DE LA ARAUCANIA,VICTORIA,VICTORIA,LICEO JORGE ALESSANDRI RODRIGUEZ,18M
DE LOS RIOS,FUTRONO,FUTRONO,ESCUELA BASICA JOSE M. BALMACEDA F.,2V
DE LOS RIOS,LA UNION,LA UNION,ESC.DIFERENC.VILLA SAN JOSE DE LA UNION,31V
DE LOS RIOS,LA UNION,LA UNION,ESCUELA PRESIDENTE JORGE ALESSANDRI R.,40M
DE LOS RIOS,LA UNION,LA UNION,LICEO RECTOR ABDON ANDRADE COLOMA,5V
DE LOS RIOS,RIO BUENO,MANTILHUE,ESCUELA RURAL VALLE MANTILHUE BAJO,3V
DE LOS RIOS,RIO BUENO,RIO BUENO,ESCUELA BASICA RIO BUENO,35V
DE LOS RIOS,RIO BUENO,RIO BUENO,ESCUELA BASICA RIO BUENO,40V
DE LOS RIOS,LANCO,MALALHUE,LICEO   REPUBLICA DEL BRASIL,2M
DE LOS RIOS,LOS LAGOS,LOS LAGOS,LICEO ALBERTO BLEST GANA,12V
DE LOS RIOS,MARIQUINA,MARIQUINA,ESCUELA VALLE DE MARIQUINA,8V
DE LOS RIOS,PAILLACO,PAILLACO,ESCUELA PROYECTO DE FUTURO,18V
DE LOS RIOS,PAILLACO,PAILLACO,LICEO RODULFO AMANDO PHILIPPI,1M
DE LOS RIOS,PANGUIPULLI,PANGUIPULLI,ESCUELA MANUEL ANABALON SAEZ,38
DE LOS RIOS,VALDIVIA,VALDIVIA,COLEGIO DEPORTIVO MUNICIPAL DE VALDIVIA,207
DE LOS RIOS,VALDIVIA,VALDIVIA,EX - COLEGIO DE MUSICA JUAN SEBASTIAN BACH,83V
DE LOS RIOS,VALDIVIA,VALDIVIA,INST. SUPERIOR DE ADMINISTRACION Y TURISMO,190
DE LOS RIOS,VALDIVIA,VALDIVIA,INSTITUTO COMERCIAL DE VALDIVIA,65M
DE LOS RIOS,VALDIVIA,VALDIVIA,INSTITUTO ITALIA DE VALDIVIA LOCAL: 2,88V
DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO BICENTENARIO CIUDAD DE LOS RIOS VALDIVI,13M
DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO INDUSTRIAL VALDIVIA LOCAL: 2,44V
DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO INDUSTRIAL VALDIVIA LOCAL: 2,46V
DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO INDUSTRIAL VALDIVIA LOCAL: 3,159V
DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO INDUSTRIAL VALDIVIA LOCAL: 3,162V
DE LOS LAGOS,ANCUD,ANCUD,ESCUELA ANEXA,6M
DE LOS LAGOS,ANCUD,ANCUD,ESCUELA ANEXA,11M
DE LOS LAGOS,ANCUD,ANCUD,ESCUELA ANEXA,12M
DE LOS LAGOS,ANCUD,ANCUD,LICEO AGRICOLA,24V
DE LOS LAGOS,ANCUD,ANCUD,LICEO AGRICOLA,26V
DE LOS LAGOS,ANCUD,PILLUCO,ESCUELA RURAL SOL DEL PACIFICO,6
DE LOS LAGOS,CASTRO,CASTRO,ESCUELA AYTUE,32M
DE LOS LAGOS,CASTRO,CASTRO,GIMNASIO MUNICIPAL,61
DE LOS LAGOS,CASTRO,CASTRO,LICEO FRANCISCO COLOANE,27V
DE LOS LAGOS,CASTRO,CASTRO,LICEO FRANCISCO COLOANE,28V
DE LOS LAGOS,CURACO DE VELEZ,CURACO DE VELEZ,LICEO ALFREDO BARRIA OYARZUN,2V
DE LOS LAGOS,DALCAHUE,DALCAHUE,ESCUELA BASICA DALCAHUE,11M
DE LOS LAGOS,DALCAHUE,DALCAHUE,LICEO POLIVALENTE DALCAHUE,5V
DE LOS LAGOS,DALCAHUE,DALCAHUE,LICEO POLIVALENTE DALCAHUE,8V
DE LOS LAGOS,PUQUELDON,PUQUELDON,ESCUELA PUQUELDON,6M
DE LOS LAGOS,QUELLON,QUELLON,ESCUELA BASICA SECTOR ORIENTE,35
DE LOS LAGOS,QUELLON,QUELLON,ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ,19V
DE LOS LAGOS,QUINCHAO,QUINCHAO (ACHAO),LICEO INSULAR ENSEÑANZA BASICA Y GIMNASIO,3M
DE LOS LAGOS,CALBUCO,CALBUCO,COLEGIO SAN MIGUEL,18M
DE LOS LAGOS,CALBUCO,ISLA PULUQUI,ESCUELA RURAL CHAUQUEAR,1V
DE LOS LAGOS,FRUTILLAR,FRUTILLAR,LICEO INDUSTRIAL CHILENO ALEMAN,24
DE LOS LAGOS,LLANQUIHUE,LLANQUIHUE,ESCUELA PARTICULAR LOS VOLCANES,19M
DE LOS LAGOS,LOS MUERMOS,CAÑITAS,ESCUELA RURAL CAÑITAS,2V-3V
DE LOS LAGOS,LOS MUERMOS,LOS MUERMOS,LICEO PUNTA DE RIELES,10M
DE LOS LAGOS,PUERTO MONTT,LAS QUEMAS,LICEO RURAL LAS QUEMAS,1V
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,COLEGIO DARIO SALAS,168
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,ESCUELA CAPITAN ARTURO PRAT CHACON,184
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,ESCUELA CAPITAN ARTURO PRAT CHACON,185
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,ESCUELA CAPITAN ARTURO PRAT CHACON,194
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,ESCUELA CAPITAN ARTURO PRAT CHACON,202
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,LICEO COMERCIAL MIRAMAR,26
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,LICEO COMERCIAL MIRAMAR,27
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,LICEO INDUSTRIAL ,12
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,LICEO INDUSTRIAL ,17
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT MIRASOL,ESCUELA MIRASOL,92
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT NORTE,ESCUELA BASICA LICARAYEN,80
DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT NORTE,ESCUELA BASICA LICARAYEN,84
DE LOS LAGOS,PUERTO VARAS,PUERTO VARAS,COLEGIO GERMANIA DEL VERBO DIVINO,57
DE LOS LAGOS,PUERTO VARAS,PUERTO VARAS,COLEGIO MIRADOR DEL LAGO,38M
DE LOS LAGOS,OSORNO,OSORNO,ESCUELA  SUIZA,107M
DE LOS LAGOS,OSORNO,OSORNO,ESCUELA DE ARTES Y CULTURA OSORNO Y GIMNASIO,146M
DE LOS LAGOS,OSORNO,OSORNO,ESCUELA DE ARTES Y CULTURA OSORNO Y GIMNASIO,148M
DE LOS LAGOS,OSORNO,OSORNO,ESCUELA ESPECIAL `ANA AICHELE CARRASCO`,174
DE LOS LAGOS,OSORNO,OSORNO,ESCUELA MEXICO DE MICHOACAN,4V
DE LOS LAGOS,OSORNO,OSORNO,ESCUELA MEXICO DE MICHOACAN,14V
DE LOS LAGOS,OSORNO,OSORNO,ESCUELA MEXICO DE MICHOACAN,16V
DE LOS LAGOS,OSORNO,OSORNO,ESCUELA MONSEÑOR FRANCISCO VALDES SUBERCASEAUX,7M
DE LOS LAGOS,OSORNO,OSORNO,INSTITUTO POLITECNICO,29V
DE LOS LAGOS,OSORNO,OSORNO,LICEO ELEUTERIO RAMIREZ,77M
DE LOS LAGOS,OSORNO,OSORNO,LICEO INDUSTRIAL OSORNO,81V
DE LOS LAGOS,OSORNO,RAHUE,ESCUELA 88 CANADA,4M
DE LOS LAGOS,OSORNO,RAHUE,ESCUELA 88 CANADA,10M
DE LOS LAGOS,OSORNO,RAHUE,ESCUELA GARCIA HURTADO DE MENDOZA,20
DE LOS LAGOS,OSORNO,RAHUE SUR,LICEO RAHUE,2
DE LOS LAGOS,PURRANQUE,CORTE ALTO,ESCUELA BERTOLDO HOFMANN KAHLER,2
