idr,re,co,cc,lo,me
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GOMEZ,70V
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,LICEO BETSABE HORMAZABAL DE ALARCON LOCAL: 2,95V
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,LICEO BETSABE HORMAZABAL DE ALARCON LOCAL: 2,110V
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,COLEGIO CHILE,172
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,COLEGIO BICENTENARIO SANTO CURA DE ARS,188
3013,METROPOLITANA DE SANTIAGO,SAN PEDRO,SAN PEDRO,LICEO MUNICIPAL DE SAN PEDRO LOCAL: 2,8V
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,LICEO MUNICIPALIZADO ARAUCANIA,11M
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,LICEO MUNICIPALIZADO ARAUCANIA,14M
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,CENTRO EDUCACIONAL SAN RAMON,27M
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,ESCUELA BASICA ALIVEN,65M
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,ESCUELA BASICA VILLA LA CULTURA,97M
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,ESCUELA BASICA EDUCADORES DE CHILE,13V
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,ESCUELA BASICA EDUCADORES DE CHILE,17V
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,ESCUELA NANIHUE,53V
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,ESCUELA NANIHUE,58V
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,ESCUELA BASICA SENDERO DEL SABER,80V
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,CENTRO DE EDUCACION PAULA JARAQUEMADA,97V
3013,METROPOLITANA DE SANTIAGO,SAN RAMON,SAN RAMON,CENTRO DE EDUCACION PAULA JARAQUEMADA,98V
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,EL CENTRO,ESCUELA BASICA LIBERTADORES DE CHILE LOCAL: 2,52V
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,EL CENTRO,ESCUELA BASICA REPUBLICA DE PANAMA,189
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,EL CENTRO,COLEGIO NUESTRA SEÑORA DE ANDACOLLO LOCAL: 2,345
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE ALMAGRO,ESCUELA COLEGIO POLIVALENTE SANTA FAMILIA,78M
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE ALMAGRO,LICEO CONFEDERACION SUIZA,3V
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE ALMAGRO,ESCUELA BASICA BENJAMIN VICUÑA MACKENNA,85V
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE ALMAGRO,LICEO MIGUEL DE CERVANTES Y SAAVEDRA,91V
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE ALMAGRO,COLEGIO EXCELSIOR LOCAL: 1,174
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE ALMAGRO,COLEGIO EXCELSIOR LOCAL: 1,179
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE ALMAGRO,COLEGIO EXCELSIOR LOCAL: 2,182
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE ALMAGRO,COLEGIO EXCELSIOR LOCAL: 2,191
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE O'HIGGINS,LICEO MUNICIPAL METROPOLITANO DE ADULTOS LOCAL: 1,51M
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE O'HIGGINS,ESCUELA BASICA IRENE FREI DE CID,34V
3013,METROPOLITANA DE SANTIAGO,SANTIAGO,PARQUE O'HIGGINS,INSTITUTO HERMANOS MATTE LOCAL: 2,105V
3013,METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO POLITECNICO C-120 LOCAL: 1,49M
3013,METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO TALAGANTE MEDIA LOCAL: 1,4V
3013,METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO TALAGANTE MEDIA LOCAL: 1,11V
3013,METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,LICEO TALAGANTE MEDIA LOCAL: 1,17V
3013,METROPOLITANA DE SANTIAGO,TILTIL,HUERTOS FAMILIARES,LICEO HUERTOS FAMILIARES,4
3013,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA,COLEGIO LOS ANDES DE VITACURA,22M
3013,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA,COLEGIO SAN PEDRO NOLASCO ,97M
3013,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA,COLEGIO SANTA URSULA VITACURA,120M
3013,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA,LICEO MARIA LUISA BOMBAL,130M
3013,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA,COLEGIO DE LOS SAGRADOS CORAZONES DE MANQUEHUE LOCAL: 1,135M
3013,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA,COLEGIO DE LOS SAGRADOS CORAZONES DE MANQUEHUE LOCAL: 1,140M
3013,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA,COLEGIO DE LOS SAGRADOS CORAZONES DE MANQUEHUE LOCAL: 2,24V
3013,METROPOLITANA DE SANTIAGO,VITACURA,VITACURA,COLEGIO DE LOS SAGRADOS CORAZONES DE MANQUEHUE LOCAL: 2,26V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,CHEPICA,LICEO FERMIN DEL REAL CASTILLO,10M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLTAUCO,COLTAUCO,CASINO PARQUE LOS TACOS,29
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DOÑIHUE,DOÑIHUE,LICEO CLAUDIO ARRAU,2V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DOÑIHUE,DOÑIHUE,LICEO CLAUDIO ARRAU,10V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DOÑIHUE,DOÑIHUE,ESCUELA LAURA MATUS MELENDEZ,16
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,GRANEROS,GRANEROS,LICEO MUNICIPAL MISAEL LOBOS MONROY,15M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,GRANEROS,GRANEROS,ESCUELA SIXTO MENDEZ PARADA,14V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,LAS CABRAS,LAGO RAPEL (EL MANZANO),ESCUELA CONTRAMAESTRE CONSTANTINO MICALVI,6M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,LAS CABRAS,LAS CABRAS,ESCUELA ROMILIO ARELLANO TRONCOSO,11V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,LOLOL,LOLOL,LICEO MUNICIPAL DE LOLOL,1M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MACHALI,MACHALI,COLEGIO GABRIELA MISTRAL,14M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MACHALI,MACHALI,COLEGIO LOS LLANOS,28M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MACHALI,MACHALI,LICEO MACHALI,13V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MACHALI,MACHALI,LICEO MACHALI,16V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MACHALI,MACHALI,LICEO MACHALI,20V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MALLOA,MALLOA,ESCUELA ALCIDES REYES FRIAS ANEXO,15V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MOSTAZAL,MOSTAZAL,ESCUELA GABRIELA MISTRAL,13M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,MOSTAZAL,MOSTAZAL,COLEGIO ANDRES BELLO,31
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,NANCAGUA,COLEGIO PARTICULAR EL PRINCIPITO,12V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PALMILLA,PALMILLA,ESCUELA MUNICIPAL DE PALMILLA,10M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PEUMO,PEUMO,ESCUELA ANTONIO DE ZUNIGA ANEXO,4M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHIDEGUA,PICHIDEGUA,LICEO LATINOAMERICANO,8M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHIDEGUA,PICHIDEGUA,LICEO LATINOAMERICANO,13M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHILEMU,PICHILEMU,ESCUELA DIGNA CAMILO AGUILAR,9V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PICHILEMU,PICHILEMU,ESCUELA DIVINO MAESTRO,24
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO DE NIÑAS,22M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO DE NIÑAS,27M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,ESCUELA MUNICIPAL MARCELA PAZ,36M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,ESCUELA MUNICIPAL MARCELA PAZ,42M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,COLEGIO MUNICIPAL EDUARDO DE GEYTER,106M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,COLEGIO MUNICIPAL EDUARDO DE GEYTER,124M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,ESCUELA MUNICIPAL EL COBRE,140M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO TECNICO DE RANCAGUA,158M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO TECNICO DE RANCAGUA,166M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO TECNICO DE RANCAGUA,167M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,COLEGIO JOSE ANTONIO MANSO DE VELASCO,185M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO OSCAR CASTRO ZUNIGA,14V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA,56V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE,94V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,LICEO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE CERDA,108V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,COLEGIO LIBERTADOR SIMON BOLIVAR,137V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA,COLEGIO AURORA DE CHILE,200V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA ORIENTE,ESCUELA BERNARDO O'HIGGINS,10M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA ORIENTE,ESCUELA BERNARDO O'HIGGINS,21M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA ORIENTE,COLEGIO SANTA FILOMENA,47
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA ORIENTE,COLEGIO SANTA FILOMENA,48
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA ORIENTE,COLEGIO SANTA FILOMENA,49
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA ORIENTE,COLEGIO SANTA FILOMENA,59
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,RANCAGUA ORIENTE,COLEGIO SANTA FILOMENA,61
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,RENGO,COLEGIO LA PAZ,4M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,RENGO,LICEO INDUSTRIAL DE RENGO,51M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,RENGO,LICEO LUIS URBINA FLORES,7V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,RENGO,COLEGIO EL NARANJAL,29V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,RENGO,LICEO ORIENTE,38V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,RENGO,COLEGIO CARLOS CONDELL DE LA HAZA,71
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,RENGO,ESCUELA VICENTE HUIDOBRO,74
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,ROSARIO,COLEGIO MANUEL FRANCISCO CORREA,3M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUINOA,LOS LIRIOS,ESCUELA REPUBLICA DE FRANCIA,5
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUINOA,REQUINOA,LICEO REQUINOA,5V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUINOA,REQUINOA,LICEO REQUINOA,11V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUINOA,REQUINOA,GIMNASIO REQUINOA,34
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,PUENTE NEGRO,ESCUELA CONCENTRACION RURAL SERGIO VERDUGO HERRERA,1M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,PUENTE NEGRO,ESCUELA CONCENTRACION RURAL SERGIO VERDUGO HERRERA,4
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,SAN FERNANDO,INSTITUTO COMERCIAL ALBERTO VALENZUELA LLANOS,13M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,SAN FERNANDO,INSTITUTO COMERCIAL ALBERTO VALENZUELA LLANOS,16M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,SAN FERNANDO,ESCUELA BASICA ISABEL LA CATOLICA,76M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,SAN FERNANDO,ESCUELA BASICA ISABEL LA CATOLICA,77M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,SAN FERNANDO,LICEO DE HOMBRES NEANDRO SCHILLING,12V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,SAN VICENTE,ESCUELA CARMEN GALLEGOS DE ROBLES,19M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,SAN VICENTE,LICEO IGNACIO CARRERA PINTO,18V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,SANTA CRUZ,LICEO MUNICIPAL DE SANTA CRUZ,15M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,SANTA CRUZ,LICEO MUNICIPAL DE SANTA CRUZ,19M
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,SANTA CRUZ,ESCUELA MUNICIPAL DE SANTA CRUZ,12V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,SANTA CRUZ,ESCUELA MUNICIPAL DE SANTA CRUZ,19V
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,SANTA CRUZ,ESCUELA MUNICIPAL DE PANIAHUE,43
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,SANTA CRUZ,SANTA CRUZ,ESCUELA MUNICIPAL DE PANIAHUE,45
3007,DEL MAULE,CAUQUENES,CAUQUENES,LICEO ANTONIO VARAS,2V
3007,DEL MAULE,CAUQUENES,CAUQUENES,LICEO ANTONIO VARAS,21V
3007,DEL MAULE,COLBUN,COLBUN,LICEO CAPITAN IGNACIO CARRERA PINTO,9V
3007,DEL MAULE,COLBUN,COLBUN,GIMNASIO MUNICIPAL,21V
3007,DEL MAULE,CONSTITUCION,CONSTITUCION,ESCUELA ENRIQUE DONN MULLER,9M
3007,DEL MAULE,CONSTITUCION,CONSTITUCION,INSTITUTO POLITECNICO SUPERIOR EGIDIO ROZ,35M
3007,DEL MAULE,CONSTITUCION,CONSTITUCION,LICEO CONSTITUCION,11V
3007,DEL MAULE,CURICO,CURICO,LICEO ZAPALLAR,145
3007,DEL MAULE,CURICO,CURICO,ESCUELA REPUBLICA ORIENTAL DEL URUGUAY,176
3007,DEL MAULE,CURICO,LOS NICHES,ESCUELA REPUBLICA ESTADOS UNIDOS,6
3007,DEL MAULE,CURICO,LOS NICHES,ESCUELA DIEGO PORTALES P.,27
3007,DEL MAULE,EMPEDRADO,EMPEDRADO,LICEO SAN IGNACIO,1M
3007,DEL MAULE,EMPEDRADO,EMPEDRADO,LICEO SAN IGNACIO,5V
3007,DEL MAULE,EMPEDRADO,EMPEDRADO,LICEO SAN IGNACIO,8V-9
3007,DEL MAULE,HUALAÑE,HUALAÑE,LICEO HUALANE,1V
3007,DEL MAULE,HUALAÑE,HUALAÑE,LICEO HUALANE,11V
3007,DEL MAULE,LINARES,LINARES,LICEO POLITECNICO DE LINARES,50M
3007,DEL MAULE,LINARES,LINARES,LICEO POLITECNICO DE LINARES,55M
3007,DEL MAULE,LINARES,LINARES,LICEO VALENTIN LETELIER,13V
3007,DEL MAULE,LINARES,LINARES,LICEO VALENTIN LETELIER,17V
3007,DEL MAULE,LINARES,LINARES,ESCUELA ALEJANDRO GIDI,34V
3007,DEL MAULE,LINARES,LINARES,COLEGIO MARGOT LOYOLA PALACIOS,82V
3007,DEL MAULE,LINARES,LINARES,ESCUELA RAMON BELMAR SALDIAS,124
3007,DEL MAULE,LINARES,LINARES,ESCUELA RAMON BELMAR SALDIAS,127
3007,DEL MAULE,LONGAVI,LONGAVI,LICEO ARTURO ALESSANDRI PALMA,15V
3007,DEL MAULE,LONGAVI,LONGAVI,COLEGIO ABATE MOLINA,30V
3007,DEL MAULE,MAULE,DUAO,ESCUELA RURAL DUAO,1
3007,DEL MAULE,MAULE,DUAO,ESCUELA RURAL DUAO,3
3007,DEL MAULE,MAULE,DUAO,ESCUELA RURAL DUAO,10
3007,DEL MAULE,MAULE,MAULE,ESCUELA MAULE,12V
3007,DEL MAULE,MOLINA,MOLINA,LICEO POLIVALENTE DE MOLINA,12M
3007,DEL MAULE,MOLINA,MOLINA,ESCUELA REINO DE DINAMARCA,35M
3007,DEL MAULE,MOLINA,MOLINA,ESCUELA SUPERIOR DE NINAS DE MOLINA,11V
3007,DEL MAULE,MOLINA,MOLINA,LICEO BICENTENARIO DE MOLINA MARIA DEL TRANSITO DE LA CRUZ,18V
3007,DEL MAULE,MOLINA,MOLINA,LICEO BICENTENARIO DE MOLINA MARIA DEL TRANSITO DE LA CRUZ,36V
3007,DEL MAULE,MOLINA,TRES ESQUINAS,ESCUELA INTERNADO LAS PALMAS TRES ESQUINAS,5
3007,DEL MAULE,PARRAL,CATILLO,COLEGIO ALBERTO MOLINA CASTILLO,2M
3007,DEL MAULE,PELLUHUE,PELLUHUE,ESCUELA  GLADYS CANALES PAREDES,10M
3007,DEL MAULE,PENCAHUE,PENCAHUE,COMPLEJO EDUCACIONAL PENCAHUE,11M
3007,DEL MAULE,PENCAHUE,PENCAHUE,COMPLEJO EDUCACIONAL PENCAHUE,2V
3007,DEL MAULE,PENCAHUE,PENCAHUE,COMPLEJO EDUCACIONAL PENCAHUE,5V
3007,DEL MAULE,RAUCO,RAUCO,ESCUELA RAUCO,11M
3007,DEL MAULE,ROMERAL,ROMERAL,LICEO ARTURO ALESSANDRI PALMA,22
3007,DEL MAULE,SAGRADA FAMILIA,SAGRADA FAMILIA,ESCUELA DE EDUCACION GENERAL BASICA MONSENOR ENRIQUE CORNEJO,16M
3007,DEL MAULE,SAGRADA FAMILIA,SAGRADA FAMILIA,LICEO POLIVALENTE SAGRADA FAMILIA,12V
3007,DEL MAULE,SAGRADA FAMILIA,VILLA PRAT,ESCUELA VILLA PRAT,6
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,LICEO SAN CLEMENTE ENTRE RIOS,9M
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,ESCUELA ARTURO PRAT CHACON,28M
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,ESCUELA ARTURO PRAT CHACON,29M
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,COLEGIO CLEMENTINOS,34M
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,COLEGIO CLEMENTINOS,35M
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,ESCUELA SAN CLEMENTE,1V
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,ESCUELA SAN CLEMENTE,3V
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,ESCUELA SAN CLEMENTE,19V
3007,DEL MAULE,SAN CLEMENTE,SAN CLEMENTE,ESCUELA PASO INTERNACIONAL PEHUENCHE,61
3007,DEL MAULE,SAN JAVIER,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,57
3007,DEL MAULE,TALCA,TALCA,ESCUELA PROSPERIDAD,19M
3007,DEL MAULE,TALCA,TALCA,LICEO DIEGO PORTALES,46M
3007,DEL MAULE,TALCA,TALCA,LICEO DIEGO PORTALES,52M
3007,DEL MAULE,TALCA,TALCA,LICEO DIEGO PORTALES,61M
3007,DEL MAULE,TALCA,TALCA,ESCUELA CARLOS SPANO,80M
3007,DEL MAULE,TALCA,TALCA,UNIVERSIDAD AUTONOMA DE CHILE,106M
3007,DEL MAULE,TALCA,TALCA,LICEO ABATE MOLINA,171M
3007,DEL MAULE,TALCA,TALCA,LICEO TECNICO AMELIA COURBIS,22V
3007,DEL MAULE,TALCA,TALCA,LICEO HECTOR PEREZ BIOTT,33V
3007,DEL MAULE,TALCA,TALCA,LICEO HECTOR PEREZ BIOTT,35V
3007,DEL MAULE,TALCA,TALCA,ESCUELA ESPERANZA,103V
3007,DEL MAULE,TALCA,TALCA,LICEO DE CULTURA Y DIFUSION ARTISTICA,129V
3007,DEL MAULE,TALCA,TALCA,INSTITUTO SUPERIOR DE COMERCIO ENRIQUE MALDONADO ,218
3007,DEL MAULE,TALCA,TALCA,ESCUELA VILLA CULENAR,238
3007,DEL MAULE,TALCA,TALCA,ESCUELA JOSE M. BALMACEDA Y FERNANDEZ,290
3007,DEL MAULE,TALCA,TALCA,ESCUELA JOSE M. BALMACEDA Y FERNANDEZ,299
3007,DEL MAULE,TALCA,TALCA,ESCUELA JOSE M. BALMACEDA Y FERNANDEZ,306
3007,DEL MAULE,VICHUQUEN,VICHUQUEN,LICEO NUEVO HORIZONTE,3V
3007,DEL MAULE,VILLA ALEGRE,VILLA ALEGRE,ESCUELA TIMOTEO ARAYA ALEGRIA,17M
3007,DEL MAULE,VILLA ALEGRE,VILLA ALEGRE,LICEO FRANCISCO ANTONIO ENCINA ARMANET,6V
3007,DEL MAULE,YERBAS BUENAS,YERBAS BUENAS,ESCUELA AGRICOLA MARTA MARTINEZ CRUZ,2V
3007,DEL MAULE,YERBAS BUENAS,YERBAS BUENAS,ANEXO LICEO JUAN DE DIOS PUGA,12V
3007,DEL MAULE,YERBAS BUENAS,YERBAS BUENAS,ANEXO LICEO JUAN DE DIOS PUGA,16V
3007,DEL MAULE,YERBAS BUENAS,YERBAS BUENAS,ANEXO LICEO JUAN DE DIOS PUGA,19V
3007,DEL MAULE,YERBAS BUENAS,YERBAS BUENAS,ANEXO LICEO JUAN DE DIOS PUGA,20V
3016,DE ÑUBLE,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,4M
3016,DE ÑUBLE,BULNES,BULNES,LICEO SANTA CRUZ DE LARQUI,6M
3016,DE ÑUBLE,BULNES,BULNES,LICEO SANTA CRUZ DE LARQUI,20M
3016,DE ÑUBLE,BULNES,BULNES,LICEO MANUEL BULNES,8V
3016,DE ÑUBLE,BULNES,BULNES,LICEO MANUEL BULNES,20V
3016,DE ÑUBLE,BULNES,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,24V
3016,DE ÑUBLE,BULNES,SANTA CLARA,ESCUELA EL PALPAL DE SANTA CLARA,3V
3016,DE ÑUBLE,CHILLAN,CHILLAN,LICEO NARCISO TONDREAU - SECTOR MEDIA,9M
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO SAN VICENTE DE PAUL,37M
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO SAN VICENTE DE PAUL,44M
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO SAN BUENAVENTURA,59M
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO SAN BUENAVENTURA,65M
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO DE LA PURISIMA CONCEPCION,67M
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO DE LA PURISIMA CONCEPCION,72M
3016,DE ÑUBLE,CHILLAN,CHILLAN,ESCUELA REPUBLICA DE MEXICO,96M
3016,DE ÑUBLE,CHILLAN,CHILLAN,ESCUELA REPUBLICA DE MEXICO,98M
3016,DE ÑUBLE,CHILLAN,CHILLAN,INSTITUTO SANTA MARIA,114M
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO CREACION CHILLAN,163M
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO SEMINARIO PADRE ALBERTO HURTADO,171M
3016,DE ÑUBLE,CHILLAN,CHILLAN,INSTITUTO INDUSTRIAL SUPERIOR DE CHILLAN,32V
3016,DE ÑUBLE,CHILLAN,CHILLAN,INSTITUTO INDUSTRIAL SUPERIOR DE CHILLAN,36V
3016,DE ÑUBLE,CHILLAN,CHILLAN,LICEO MARTIN RUIZ DE GAMBOA,65V
3016,DE ÑUBLE,CHILLAN,CHILLAN,COLEGIO POLIVALENTE PADRE ALBERTO HURTADO,79V
